,NBA_age,NBA_ast_per_g,NBA_blk_per_g,NBA_drb_per_g,NBA_efg_pct,NBA_fg2_pct,NBA_fg2_per_g,NBA_fg2a_per_g,NBA_fg3_pct,NBA_fg3_per_g,NBA_fg3a_per_g,NBA_fg_pct,NBA_fg_per_g,NBA_fga_per_g,NBA_first_team,NBA_ft_pct,NBA_ft_per_g,NBA_fta_per_g,NBA_g,NBA_gs,NBA_lg_id,NBA_mp_per_g,NBA_orb_per_g,NBA_pf_per_g,NBA_pos,NBA_pts_per_g,NBA_stl_per_g,NBA_team_id,NBA_tov_per_g,NBA_trb_per_g,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min
694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,22,Patriot,144,117,88,171,29,114,285,54,95,61,884,76,100,Kennedy Edwards,317,Army,31,64,220,2017,2015
695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,39,Total,109,134,134,248,0,2,250,49,87,93,998,60,165,Ryan Gomes,317,Total,18,55,169,2020,2017
696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2,Southern,109,107,53,113,54,163,276,49,69,90,1326,16,120,Kaylin Johnson,317,Samford,29,93,125,2012,2009
697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,5,WAC,83,100,80,182,20,68,250,97,112,26,768,22,70,Andrew Lewis,317,Chicago State,25,60,105,2020,2020
698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,7,Ivy,142,122,113,217,9,32,249,64,113,84,1175,58,131,Jason Massey,317,Brown,25,62,200,2018,2015
699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,Total,59,102,50,128,52,138,266,61,82,50,1099,18,124,Devin McDonald,317,Total,35,98,77,2011,2010
700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,1,Total,86,104,60,128,44,146,274,65,89,75,1129,29,110,Avery Patterson,317,Total,43,109,115,2018,2015
701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,33,AEC,129,129,128,255,1,1,256,58,104,113,1192,121,149,Jakub Petras,317,Stony Brook,28,51,250,2018,2015
702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,28,Big Sky,100,122,105,200,17,74,274,56,111,31,948,81,95,Franklin Session,317,Weber State,55,81,181,2010,2010
703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,37,Total,140,133,133,264,0,1,265,51,112,72,1049,85,114,Phil Wait,317,Total,9,84,225,2012,2009
704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,17,Big Ten,119,124,102,230,22,77,307,47,90,89,1428,56,105,Sterling Williams,317,Northwestern,63,50,175,2009,2007
705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,7,Big Ten,96,108,71,135,37,119,254,64,87,117,1170,43,93,Robert Wilson,317,Wisconsin,22,51,139,2012,2009
706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,0,Sun Belt,72,98,67,162,31,93,255,89,118,68,1398,13,91,Kenneth Averette,316,Louisiana-Monroe,57,116,85,2010,2008
707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,17,Southland,111,115,107,261,8,42,303,78,132,80,1290,35,80,Jeremy Campbell,316,Southeastern Louisiana,30,79,146,2014,2011
708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,26,Ivy,123,106,84,205,22,80,285,82,131,90,1150,50,109,Joel Davis,316,Cornell,50,75,173,2019,2016
709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,4,MAAC,76,115,70,147,45,126,273,41,52,28,858,31,76,Corey Herring,316,Canisius,25,90,107,2007,2007
710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,89,CAA,198,125,125,234,0,0,234,66,118,60,1090,105,141,Dane Johnson,316,Hofstra,17,73,303,2009,2008
711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,9,Total,109,106,29,66,77,247,313,27,39,82,1245,38,138,Luka Kamber,316,Total,32,69,147,2017,2014
712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,10,Southland,124,116,76,173,40,124,297,44,65,61,1577,70,104,Rory Lawrence,316,McNeese State,78,109,194,2008,2007
713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,56,Total,180,120,120,219,0,0,219,76,126,108,1200,129,178,Sandi Marcius,316,Total,27,89,309,2014,2011
714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,Big Sky,60,117,68,121,49,143,264,33,46,30,604,24,48,Michael Nuga,316,Portland State,13,38,84,2019,2019
715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,48,Sun Belt,185,106,106,249,0,0,249,104,168,92,1477,138,235,Harold Stewart,316,North Texas,29,98,323,2009,2007
716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,7,Horizon,95,136,116,215,20,79,294,24,44,31,934,41,68,Josh Thomas,316,Milwaukee,15,55,136,2020,2020
717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1,Total,51,113,55,118,58,132,250,32,44,35,754,10,27,Charles Winborne,316,Total,15,42,61,2012,2010
718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3,WAC,159,107,105,200,2,6,206,100,138,61,1281,99,141,Trevor Wiseman,316,Hawaii,45,89,258,2012,2011
719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,39,Total,179,123,123,249,0,3,252,69,124,71,969,110,127,Emanuel Bidias a Moute,315,Total,47,90,289,2010,2007
720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,24,Big West,124,127,126,274,1,2,276,60,110,30,854,77,85,Justin Burns,315,Cal State Fullerton,23,74,201,2007,2007
721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,10,Big 12,139,121,105,180,16,51,231,57,88,27,782,46,67,Dominique Coleman,315,Colorado,43,82,185,2007,2007
722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,8,A-10,76,124,87,144,37,161,305,30,48,48,969,64,51,RaShad Coleman,315,Charlotte,34,64,140,2010,2009
723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3,Sun Belt,39,111,65,145,46,122,267,47,59,24,686,19,53,Kendrick Davis,315,North Texas,22,45,58,2007,2007
724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,Total,14,123,88,185,35,89,274,34,49,76,128,4,20,Anthony Gatlin,315,Total,23,62,162,2012,2008
725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,41,MWC,115,137,137,229,0,1,230,41,78,29,852,66,65,Jerome Habel,315,San Diego State,18,48,181,2007,2007
726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,76,Total,221,135,135,247,0,0,247,45,110,133,1561,142,249,DJ Haley,315,Total,36,63,363,2014,2011
727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,13,NEC,102,112,43,88,69,250,338,22,34,54,1006,34,111,Tyrone Nesby IV,315,Wagner,36,29,136,2020,2019
728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3,Sun Belt,65,96,25,57,71,204,261,52,66,55,958,18,57,Charles Norman,315,Troy,24,40,83,2020,2019
729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,6,CAA,77,111,78,201,33,133,334,60,92,102,1208,42,156,Edwin Santiago,315,Delaware,61,103,119,2011,2008
730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,35,Patriot,90,116,116,247,0,2,249,83,143,60,1022,92,148,Everest Schmidt,315,Lafayette,45,96,182,2008,2007
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,29,Southland,156,117,117,236,0,1,237,81,152,54,1100,114,162,Terrance Syon,315,New Orleans,29,78,270,2015,2014
732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,20,Ivy,124,138,127,249,11,55,304,28,54,76,1032,70,153,Brennan Votel,315,Pennsylvania,24,78,194,2009,2007
733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,14,Total,79,106,24,60,82,213,273,21,32,74,959,40,96,Drew Wiley,315,Total,14,43,119,2012,2009
734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,18,SWAC,261,101,84,184,17,57,241,95,163,97,2182,169,273,Cason Burk,314,Jackson State,76,105,430,2011,2009
735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,5,A-Sun,107,103,8,20,95,234,254,13,16,97,1270,18,52,Ryan Burkhardt,314,North Florida,24,49,125,2020,2018
736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,39,Ivy,113,105,102,193,3,11,204,101,139,18,584,50,50,Brian Cusworth,314,Harvard,13,52,163,2007,2007
737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,28,A-10,236,86,81,218,5,16,234,137,179,97,1614,130,142,Charles Dewhurst,314,Charlotte,62,125,366,2011,2007
738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,6,Total,81,100,82,172,18,53,225,96,150,55,1011,9,91,Dondre Duffus,314,Total,58,95,90,2020,2017
739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1,MEAC,56,104,39,85,65,173,258,41,53,31,741,15,54,Will Gant,314,Howard,31,59,71,2007,2007
740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,25,ACC,141,108,89,190,19,73,263,79,112,65,1006,53,129,Raiquan Gray,314,Florida State,60,84,194,2020,2019
741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,65,Total,156,113,79,176,34,93,269,54,75,95,1408,62,145,Matt Heramb,314,Total,30,107,218,2011,2007
742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,47,A-Sun,196,114,114,195,0,1,196,86,161,61,1128,148,213,Jason Hopkins,314,Lipscomb,30,68,344,2008,2007
743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,20,Big South,263,123,123,275,0,0,275,68,110,60,1563,148,163,El Hadji Ndieguene,314,Coastal Carolina,30,84,411,2014,2013
744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6,Patriot,107,110,67,121,43,109,230,51,73,85,1217,37,129,Alex Ramon,314,Colgate,40,78,144,2016,2013
745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,19,Southern,111,121,94,213,27,68,281,45,73,58,956,56,112,Monty Sanders,314,Elon,31,77,167,2009,2008
746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,129,Total,170,137,137,242,0,0,242,40,107,80,1220,129,173,LaRon Smith,314,Total,22,61,299,2017,2013
747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,Big South,91,111,96,222,15,41,263,77,89,30,792,33,64,Jake Troyli,314,Presbyterian,10,47,124,2011,2011
748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,7,Patriot,167,114,51,127,63,197,324,23,38,110,1612,41,124,Ben Wheeler,314,Lafayette,66,132,208,2011,2008
749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,3,Big 12,110,103,61,159,42,134,293,66,96,103,1515,18,105,Michael Williams,314,Texas Christian,34,73,128,2017,2014
750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,3,CUSA,84,104,58,162,46,158,320,59,120,73,1257,32,139,Andre Allen,313,Memphis,82,102,116,2008,2007
751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,Big Sky,131,111,97,163,14,39,202,77,112,27,822,52,66,Tiegbe Bamba,313,Portland State,33,46,183,2015,2015
752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,15,Patriot,88,115,58,104,57,156,260,26,42,53,1082,11,100,Jacob Boonyasith,313,American,18,57,99,2020,2019
753,,3.1,1.8,9.1,.514,.524,6.9,13.1,.319,1.1,3.6,.480,8.0,16.7,PHI,.793,6.8,8.6,209,209,NBA,30.4,2.4,3.4,,23.9,0.8,,3.5,11.5,38,72,Big 12,162,107,106,166,1,5,171,98,143,28,647,65,94,Joel Embiid,313,Kansas,25,66,227,2014,2014
754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2,Big Ten,78,104,41,92,63,175,267,42,54,64,1356,26,66,Kelvin Grady,313,Michigan,33,66,104,2009,2008
755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,3,WCC,81,115,101,212,14,58,270,69,93,51,1245,28,66,Ryan Holmes,313,Pepperdine,44,74,109,2009,2008
756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,MEAC,68,100,46,114,54,159,273,59,73,33,687,31,67,Jordan Lee,313,Coppin State,28,35,99,2012,2009
757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,33,Total,185,121,111,231,10,37,268,61,104,124,1565,138,270,J.L. Lewis,313,Total,33,91,323,2013,2010
758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,7,NEC,101,108,49,111,59,181,292,38,47,29,915,18,63,Jaleel Lord,313,Merrimack,29,39,119,2020,2020
759,,1.1,0.4,3.5,.502,.496,1.9,3.8,.341,0.9,2.6,.433,2.8,6.4,UTA,.708,0.9,1.3,351,94,NBA,18.0,0.8,1.5,,7.4,0.4,,0.8,4.2,38,16,SEC,123,117,113,211,4,29,240,75,102,36,828,65,57,Trey Lyles,313,Kentucky,19,41,188,2015,2015
760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,30,Horizon,120,125,125,210,0,2,212,63,120,61,941,91,134,Josh McNair,313,Green Bay,45,61,211,2020,2019
761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,22,MAC,135,116,76,104,40,122,226,41,68,72,1033,76,159,Montell McRae,313,Buffalo,21,45,211,2019,2018
762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,13,Big Ten,71,102,46,85,56,184,269,53,62,60,1110,11,134,Jason Okrzesik,313,Northwestern,47,54,82,2008,2007
763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,Total,171,120,120,234,0,1,235,73,130,90,1013,90,135,Joshua Phillips,313,Total,15,75,261,2018,2014
764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,Southern,50,115,74,154,41,140,294,42,58,61,760,14,56,Brandon Roberts,313,Samford,21,58,64,2015,2014
765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,9,OVC,150,123,123,266,0,3,269,67,113,97,1254,83,122,Zavier Sanders,313,Eastern Illinois,28,65,233,2012,2009
766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,39,Total,178,130,130,253,0,0,253,53,107,74,1366,126,150,Steadman Short,313,Total,29,80,304,2012,2009
767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12,MAC,110,107,64,161,43,152,313,56,73,106,1217,85,125,Tyler Storm,313,Northern Illinois,30,84,195,2012,2009
768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1,Southern,51,113,86,177,27,92,269,60,87,28,697,6,68,Donovann Toatley,313,Chattanooga,11,69,57,2019,2019
769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,4,MAAC,93,106,63,166,43,149,315,58,85,56,1313,17,79,Dallas Watson,313,Saint Peter's,20,127,110,2020,2019
770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,16,Total,154,106,37,60,69,197,257,32,43,75,1125,26,97,Noah Yates,313,Total,41,50,180,2019,2017
771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,110,WAC,102,132,132,197,0,0,197,48,121,61,976,78,183,Moataz Aly,312,Cal State Bakersfield,13,92,180,2018,2017
772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,4,Big South,165,110,62,148,48,184,332,44,60,81,1942,18,91,Austin Anderson,312,Presbyterian,47,117,183,2015,2013
773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,0,Southern,88,100,55,148,45,171,319,67,98,90,1532,24,154,Tony Anderson,312,Furman,31,131,112,2009,2007
774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,13,Total,189,118,88,227,30,96,323,46,85,118,2407,54,203,Michael Bizoukas,312,Total,90,141,243,2012,2008
775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,32,A-10,175,124,124,271,0,3,274,64,113,60,1142,117,139,D'Lancy Carter,312,St. Bonaventure,20,64,292,2009,2008
776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,Total,60,104,71,173,33,111,284,71,91,35,849,15,46,Jamere Dismukes,312,Chicago State,55,84,75,2014,2013
777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,5,MVC,100,84,84,187,0,3,190,144,177,56,1352,86,89,Adam Emmenecker,312,Drake,71,128,186,2008,2007
778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,13,WCC,150,122,101,166,21,54,220,47,70,68,1169,55,140,Dan Fotu,312,Saint Mary's (CA),28,42,205,2020,2019
779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,18,MAC,77,105,101,146,4,22,168,98,167,64,887,48,96,Chuks Iroegbu,312,Northern Illinois,37,49,125,2016,2015
780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,5,OVC,70,102,31,82,71,195,277,37,54,61,1016,10,69,Jordan Johnson,312,Tennessee Tech,32,56,80,2015,2014
781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,48,Big Sky,134,127,127,281,0,1,282,58,92,55,1003,88,125,Tre Johnson,312,Montana State,35,71,222,2012,2011
782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,2,MAAC,143,101,60,128,41,114,242,69,91,75,1694,11,132,Aidas Kavaliauskas,312,Fairfield,81,144,154,2020,2018
783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,Southland,79,94,17,40,77,215,255,47,53,76,1033,7,83,Jorden Kite,312,Incarnate Word,23,40,86,2019,2017
784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,24,MAC,90,140,140,251,0,0,251,32,47,78,957,61,123,Drew McGhee,312,Miami (OH),14,49,151,2013,2011
785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,6,Southland,111,97,64,130,33,74,204,85,105,52,1241,23,104,Dekyron Nicks,312,Southeastern Louisiana,55,104,134,2008,2007
786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,23,AEC,141,108,103,229,5,18,247,91,147,88,1159,58,120,Malachi Peay,312,Maine,66,98,199,2011,2008
787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,20,Total,124,108,39,82,69,234,316,27,56,84,1579,63,128,Colbey Santos,312,Total,54,61,187,2010,2007
788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,Total,97,126,110,191,16,61,252,44,59,55,956,80,65,Johnny Thomas,312,Total,18,29,177,2011,2009
789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,Big Ten,127,113,72,118,41,132,250,45,54,27,831,24,68,Franz Wagner,312,Michigan,34,40,151,2020,2020
790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,26,Summit,65,108,31,67,77,183,250,19,24,32,791,21,62,DeShang Weaver,312,Oral Roberts,16,32,86,2019,2019
791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,8,MAAC,125,123,116,212,7,36,248,59,111,60,992,32,138,Austin Williams,312,Marist,42,110,157,2019,2018
792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,CUSA,101,107,80,162,27,120,282,70,102,32,878,56,69,Travis Aikens,311,Marshall,27,65,157,2007,2007
793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,31,Southern,185,121,121,217,0,1,218,69,92,60,963,88,149,Michael Bradley,311,Samford,13,64,273,2015,2014
794,,0.1,0.1,1.2,.400,.400,0.4,1.1,,0.0,0.0,.400,0.4,1.1,POR,.375,0.3,0.9,9,0,NBA,3.7,0.3,0.8,,1.2,0.1,,0.3,1.6,9,62,Pac-12,158,133,133,219,0,0,219,45,128,32,748,108,75,Moses Brown,311,UCLA,19,49,266,2019,2019
795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,12,WCC,54,105,50,103,55,143,246,46,55,31,940,18,59,Skylar Chavez,311,Pepperdine,17,27,72,2020,2020
796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,231,A-10,349,109,106,248,3,20,268,90,171,116,1869,152,206,Darrius Garrett,311,Richmond,33,94,501,2012,2009
797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,15,MAC,113,95,95,236,0,0,236,121,170,88,1206,101,223,Keith Gray,311,Northern Illinois,21,93,214,2015,2012
798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,113,Total,171,134,134,203,0,0,203,43,92,96,1309,156,240,Brison Gresham,311,Total,24,68,327,2020,2017
799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,3,MAAC,128,107,54,161,53,183,344,44,73,61,1491,30,106,De'Shaune Griffin,311,Iona,60,140,158,2008,2007
800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,5,Horizon,107,93,53,126,40,128,254,85,111,59,914,33,100,Deion James,311,Milwaukee,23,65,140,2009,2008
801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,28,CAA,123,123,123,218,0,0,218,65,105,92,991,105,140,Skye Johnson,311,Delaware,27,89,228,2018,2015
802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,4,Total,134,111,83,204,28,100,304,61,112,99,1701,43,184,Kaza Keane,311,Total,60,142,177,2015,2013
803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,Southern,81,106,77,151,29,69,220,70,81,20,566,32,54,Eric Marshall,311,Wofford,24,49,113,2007,2007
804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,16,Total,121,115,100,245,15,46,291,66,112,55,1017,79,163,Keishawn Mayes,311,Total,29,82,200,2011,2009
805,,0.0,0.3,0.5,.500,.500,0.5,1.0,,0.0,0.0,.500,0.5,1.0,BOS,.250,0.2,0.7,6,0,NBA,6.0,0.0,1.2,,1.2,0.3,,0.2,0.5,29,113,Big East,137,132,132,229,0,0,229,47,85,63,1090,102,145,Fab Melo,311,Syracuse,25,68,239,2012,2011
806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,A-10,82,111,42,91,69,196,287,20,23,57,1020,15,65,Lamar Norman Jr.,311,Duquesne,32,37,97,2020,2019
807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,29,MEAC,114,134,134,218,0,1,219,43,68,27,720,77,88,Simon Okolue,311,Delaware State,16,43,191,2018,2018
808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,23,Southland,100,137,137,215,0,0,215,37,53,30,686,46,85,Joseph Polite,311,Southeastern Louisiana,14,35,146,2007,2007
809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,32,MWC,117,124,124,222,0,0,222,63,117,64,887,68,116,Darris Santee,311,Nevada-Las Vegas,19,50,185,2010,2009
810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,8,Total,121,106,73,163,33,114,277,66,99,75,1210,52,87,Stephen Spinella,311,Total,30,61,173,2013,2010
811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4,Total,114,113,84,182,29,109,291,56,78,73,977,67,84,Cameron Stanley,311,Total,20,61,181,2009,2007
812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,42,CUSA,161,122,114,215,8,30,245,59,88,61,970,124,162,Tafari Toney,311,Houston,31,54,285,2008,2007
813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,21,A-10,111,105,105,190,0,0,190,101,154,29,789,99,93,Paul Williams,311,St. Bonaventure,11,84,210,2007,2007
814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,4,Big West,96,125,116,226,9,43,269,51,78,57,1247,84,119,Jared Brandon,310,Cal State Fullerton,39,61,180,2014,2013
815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,5,Patriot,141,110,102,176,8,43,219,82,113,72,988,92,115,Clif Colbert,310,Navy,69,59,233,2009,2007
816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,8,Total,103,96,55,149,41,141,290,77,104,63,1052,25,96,Myles Douglas,310,Total,13,98,128,2020,2018
817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,10,MAC,95,115,115,230,0,0,230,80,116,71,1166,105,141,Vadim Fedotov,310,Buffalo,23,93,200,2009,2007
818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,16,MAAC,140,115,86,214,29,112,326,51,118,78,1178,55,140,Jamel Ferguson,310,Manhattan,54,97,195,2009,2007
819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,23,Big 12,155,122,118,206,4,17,223,62,89,30,720,83,85,Tiny Gallon,310,Oklahoma,21,70,238,2010,2010
820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,CUSA,163,115,110,224,5,13,237,75,113,59,857,106,96,Leon Gibson,310,Houston,13,50,269,2013,2012
821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,6,MAC,148,111,81,229,30,97,326,58,78,67,1408,16,101,David Joseph,310,Bowling Green State,68,105,164,2016,2015
822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,8,MEAC,105,103,81,193,22,84,277,82,127,40,838,76,70,Jonathan Mitchell,310,Delaware State,37,68,181,2019,2018
823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,69,SEC,190,131,128,246,3,16,262,45,72,65,1232,111,157,EJ Montgomery,310,Kentucky,28,58,301,2020,2019
824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,8,CAA,160,124,119,218,5,24,242,57,122,54,939,112,167,Malik Nichols,310,Hofstra,45,75,272,2016,2015
825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,3,Southland,83,100,75,177,25,103,280,85,133,65,1124,19,139,Torey Noel,310,Lamar,82,113,102,2018,2017
826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,37,CUSA,207,115,115,257,0,0,257,80,120,50,1211,101,158,Paulius Packevicius,310,Rice,36,89,308,2008,2007
827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,5,MEAC,103,112,102,255,10,44,299,76,146,86,1508,36,157,Khalen Pinkett,310,Savannah State,90,177,139,2018,2015
828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,23,Total,125,109,40,80,69,188,268,23,28,70,1000,36,146,Forrest Robinson,310,Total,17,44,161,2015,2012
829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,Sun Belt,126,105,101,158,4,11,169,96,141,66,1072,109,123,Boris Siakam,310,Western Kentucky,21,74,235,2008,2007
830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,4,Total,69,97,47,118,50,144,262,66,87,55,907,12,73,K.K. Simmons,310,Total,21,66,81,2014,2012
831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,13,CUSA,94,108,79,151,29,95,246,65,99,38,839,49,87,Shawn Smith,310,Marshall,21,43,143,2015,2014
832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,10,Big Ten,176,121,97,197,24,97,294,44,86,102,2111,94,239,Jamari Wheeler,310,Penn State,147,133,270,2020,2018
833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,10,Total,101,118,111,240,7,53,293,67,93,65,871,46,73,Damien Wilson,310,Total,28,89,147,2015,2013
