,NBA_age,NBA_ast_per_g,NBA_blk_per_g,NBA_drb_per_g,NBA_efg_pct,NBA_fg2_pct,NBA_fg2_per_g,NBA_fg2a_per_g,NBA_fg3_pct,NBA_fg3_per_g,NBA_fg3a_per_g,NBA_fg_pct,NBA_fg_per_g,NBA_fga_per_g,NBA_first_team,NBA_ft_pct,NBA_ft_per_g,NBA_fta_per_g,NBA_g,NBA_gs,NBA_lg_id,NBA_mp_per_g,NBA_orb_per_g,NBA_pf_per_g,NBA_pos,NBA_pts_per_g,NBA_stl_per_g,NBA_team_id,NBA_tov_per_g,NBA_trb_per_g,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min
136,,3.6,0.3,3.2,.511,.484,4.5,9.4,.375,1.8,4.9,.447,6.4,14.3,MIN,.819,3.1,3.8,353,266,NBA,30.8,0.5,2.2,,17.7,1.0,,2.5,3.6,66,6,Pac-12,76,127,79,160,48,128,288,47,68,37,904,18,73,Zach LaVine,349,UCLA,33,42,94,2014,2014
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,13,Ind,135,122,121,199,1,5,204,104,151,29,753,48,72,Colin Lien,349,Texas-Rio Grande Valley,8,51,183,2007,2007
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,74,Sun Belt,218,122,64,105,58,165,270,47,69,64,1145,91,111,Jabari Narcis,349,Texas-Arlington,17,48,309,2020,2019
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,1,MVC,119,120,87,213,33,117,330,76,112,67,1453,17,104,Daniel Sackey,349,Valparaiso,59,126,136,2020,2019
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,SWAC,30,115,46,90,69,203,293,50,69,30,897,14,50,Aaron Smith,349,Prairie View,12,43,44,2008,2008
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,4,A-Sun,75,135,122,251,13,50,301,66,96,32,897,20,54,Jalen Warren,349,Florida Gulf Coast,18,90,95,2020,2020
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,15,Big West,141,142,102,214,40,114,328,24,44,65,1406,75,96,Colin Beatty,348,Pacific,32,57,216,2013,2012
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,6,WAC,112,120,119,250,1,16,266,107,164,28,828,61,85,Jordan Brooks,348,Idaho,48,121,173,2008,2008
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,83,Southern,176,133,133,310,0,1,311,82,129,121,1729,117,186,Pete Brown,348,North Carolina-Greensboro,33,92,293,2010,2007
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,8,Total,128,132,101,227,31,108,335,53,102,64,1327,93,105,DJ Clayton,348,Total,41,76,221,2017,2015
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,42,OVC,148,138,133,224,5,29,253,67,89,62,1298,87,160,Jamaal Douglas,348,Eastern Kentucky,49,76,235,2008,2007
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,8,Total,96,121,93,228,28,103,331,78,107,64,1304,35,167,Myles Hamilton,348,Total,62,119,131,2016,2013
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,36,SWAC,139,144,108,227,36,116,343,24,39,86,1225,74,131,Lemmie Howard,348,Jackson State,24,50,213,2020,2018
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,58,Ivy,128,148,148,248,0,0,248,52,91,52,999,80,173,Matt Kyle,348,Yale,22,88,208,2008,2007
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,1,Total,81,129,95,228,34,119,347,56,83,51,1184,28,92,Isaac Mack,348,New Orleans,43,103,109,2014,2013
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2,SWAC,147,102,53,151,49,145,296,95,130,59,1132,37,142,Aaron Ray,348,Southern,47,97,184,2019,2018
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,23,Total,114,144,144,239,0,0,239,60,118,50,920,92,149,Tate Sorenson,348,Southern Utah,28,56,206,2008,2007
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,32,Big 12,159,123,123,223,0,0,223,102,144,31,720,128,85,Oscar Tshiebwe,348,West Virginia,23,53,287,2020,2020
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,29,OVC,155,138,135,303,3,28,331,69,89,55,1355,89,153,Jeremy Washington,348,Tennessee-Martin,39,63,244,2013,2012
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,53,Total,149,139,139,298,0,2,300,70,113,59,1350,108,155,Tyler Whatley,348,Total,21,71,257,2010,2007
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,3,MAC,79,116,38,83,78,183,266,38,50,67,1255,16,85,Travis Wilkins,348,Ohio,32,32,95,2014,2013
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4,SEC,153,101,49,115,52,137,252,93,124,85,1477,62,131,Corey Butler,347,Georgia,57,73,215,2009,2007
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,WCC,77,107,83,162,24,76,238,109,142,68,1115,30,88,Marquise Carter,347,Gonzaga,59,85,107,2012,2011
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,67,MVC,204,139,138,258,1,6,264,68,118,61,1084,103,154,Dainius Chatkevicius,347,Evansville,18,85,307,2019,2018
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,6,MAC,121,113,79,198,34,132,330,87,140,114,1565,59,196,Finis Craddock,347,Central Michigan,54,114,180,2013,2010
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,7,MAAC,107,99,40,114,59,182,296,90,111,91,1169,36,134,Sean Crawford,347,Fairfield,63,79,143,2012,2009
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,16,Sun Belt,105,141,137,237,4,7,244,61,123,92,1282,40,134,Isaiah Dennis,347,Georgia State,65,88,145,2017,2014
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,5,AEC,106,120,44,117,76,225,342,31,41,95,1300,44,108,Leonard Hayes,347,Stony Brook,18,39,150,2013,2010
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,4,Total,88,121,55,118,66,199,317,39,50,55,886,19,54,Jordan Horn,347,Total,31,44,107,2019,2018
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,15,Summit,130,121,83,163,38,121,284,67,98,106,1198,58,127,Zach Horstman,347,South Dakota State,20,41,188,2015,2012
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,1,Southern,135,114,78,156,36,116,272,83,104,33,1006,38,60,Casey Long,347,Chattanooga,45,65,173,2007,2007
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,36,MWC,130,127,127,213,0,1,214,93,155,91,1119,74,163,Jordan Naughton,347,Wyoming,15,56,204,2019,2016
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4,Total,79,115,86,213,29,66,279,88,125,31,825,12,41,De'End Parker,347,Total,18,35,91,2013,2012
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,MAAC,74,116,12,24,104,273,297,11,16,106,1297,27,81,Tommy Pereira,347,Rider,42,35,101,2014,2011
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,26,Total,189,115,65,136,50,136,272,67,83,63,1399,68,157,Bobby Planutis,347,Total,40,80,257,2020,2018
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,38,OVC,157,138,137,255,1,4,259,70,131,61,1171,79,128,Xavier Richards,347,Tennessee State,33,75,236,2016,2015
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,20,MEAC,135,112,22,81,90,299,380,33,52,89,1451,37,162,Mark Robertson,347,Maryland-Eastern Shore,48,84,172,2012,2010
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,2,Total,86,102,56,140,46,133,273,97,140,90,1378,18,128,Nick Rogers,347,Total,39,108,104,2019,2016
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,5,MAAC,69,120,55,152,65,187,339,42,57,30,1021,11,94,Kevin Spann,347,Saint Peter's,42,97,80,2007,2007
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,66,ACC,99,141,141,262,0,2,264,65,98,67,948,78,168,Kiel Turpin,347,Florida State,21,61,177,2015,2013
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,20,Big South,151,120,90,165,30,81,246,77,114,34,938,60,101,Davion Warren,347,Hampton,25,65,211,2020,2020
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,6,Total,144,119,39,117,80,215,332,29,46,64,1330,55,75,Negus Webster-Chan,347,Total,40,74,199,2015,2013
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,107,Pac-12,228,111,50,132,61,205,337,64,110,96,1873,66,246,Hameir Wright,347,Washington,57,117,294,2020,2018
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,18,Big West,127,155,146,305,9,35,340,27,51,60,1128,70,84,Elliott Berry,346,UC-Riverside,19,60,197,2012,2011
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,15,Total,147,138,138,303,0,6,309,70,151,68,1165,68,204,Eddie Denard,346,Total,46,79,215,2014,2011
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,5,MAC,122,114,44,107,70,215,322,48,72,69,1379,24,128,Nyles Evans,346,Akron,56,66,146,2015,2014
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,5,Total,145,116,65,136,51,152,288,63,87,69,1235,50,94,Jontray Harris,346,Total,17,55,195,2019,2017
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,14,OVC,152,134,112,267,22,93,360,56,91,103,1547,66,146,Johnny Hill,346,Southeast Missouri State,43,103,218,2010,2007
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,27,AEC,161,94,67,155,27,91,246,131,180,65,1528,66,170,Justin McFadden,346,Binghamton,48,99,227,2017,2015
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,8,Big Ten,200,136,113,265,23,79,344,51,102,137,2666,12,217,Lourawls Nairn,346,Michigan State,42,130,212,2018,2015
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,32,WCC,252,127,127,277,0,10,287,92,158,70,1716,159,161,Troy Payne,346,Santa Clara,111,103,411,2011,2010
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,4,Total,57,87,26,74,61,169,243,111,137,54,852,7,77,Landon Shipley,346,Total,26,54,64,2009,2007
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,13,AEC,171,124,92,179,32,77,256,66,109,78,1297,60,134,Ben Shungu,346,Vermont,39,84,231,2020,2018
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,12,MWC,100,126,104,168,22,75,243,72,99,35,946,24,71,Nick Welch,346,Air Force,24,67,124,2007,2007
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,55,Big Sky,132,155,155,309,0,1,310,36,74,54,1072,80,145,Justin Williams,346,Sacramento State,70,70,212,2008,2007
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,6,A-10,154,106,23,61,83,230,291,51,60,64,1353,24,102,Jake Wojcik,346,Richmond,48,37,178,2020,2019
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,29,AAC,99,127,79,181,48,156,337,44,60,60,1250,36,107,Kevin Zhang,346,Tulane,30,62,135,2020,2019
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,MAAC,94,135,105,215,30,111,326,45,73,30,961,17,60,Neftali Alvarez,345,Fairfield,42,93,111,2019,2019
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,6,Big West,115,106,75,149,31,124,273,102,126,44,1089,20,67,Chuma Awaji,345,UC-Irvine,31,81,135,2008,2007
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2,MEAC,95,115,44,144,71,244,388,44,61,53,1104,25,81,Saleik Edwards,345,Delaware State,29,65,120,2019,2018
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2,Ivy,114,115,28,84,87,242,326,28,37,100,1486,12,137,JoJo Fallas,345,Cornell,50,63,126,2017,2014
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,18,Pac-12,112,132,132,266,0,25,291,81,142,73,1250,74,175,Juhwan Harris-Dyson,345,University of California,68,103,186,2020,2018
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1,NEC,41,125,82,185,43,158,343,52,67,31,890,11,67,Rob Higgins,345,St. Francis (NY),30,29,52,2020,2020
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,62,Total,262,139,138,293,1,3,296,66,110,120,1810,109,257,Jerome Hunter,345,Total,45,98,371,2015,2011
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,6,Big Ten,182,105,32,62,73,205,267,62,82,122,2144,72,110,Tim Jarmusz,345,Wisconsin,38,49,254,2011,2008
201,,0.7,0.6,2.2,.553,.608,2.1,3.5,.282,0.4,1.5,.511,2.5,5.0,PHO,.690,1.3,1.8,171,46,NBA,19.4,1.3,2.0,,6.7,0.7,,0.5,3.5,24,40,MWC,82,129,121,180,8,39,219,79,133,30,646,52,93,Derrick Jones Jr.,345,Nevada-Las Vegas,27,36,134,2016,2016
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,11,Total,71,124,94,172,30,83,255,67,90,66,838,22,108,C.J. Keyser,345,Total,24,66,93,2020,2017
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,53,Big South,115,116,60,153,56,139,292,57,73,59,1250,43,121,Leek Leek,345,Campbell,22,58,158,2014,2013
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,MAAC,81,108,17,50,91,259,309,38,43,58,729,30,92,Pawel Malesa,345,Canisius,13,28,111,2008,2007
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,12,MEAC,73,128,79,186,49,128,314,40,58,31,946,26,79,Joseph McLean,345,Morgan State,18,73,99,2007,2007
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,34,MEAC,180,135,125,261,10,46,307,65,100,123,1609,166,220,Luka Radovic,345,South Carolina State,24,105,346,2016,2012
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2,GWC,60,118,100,227,18,68,295,91,149,30,861,39,69,Matt Samuels,345,Chicago State,33,85,99,2012,2012
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,15,WCC,96,113,65,125,48,165,290,71,102,60,1183,32,117,Finn Sullivan,345,San Diego,44,49,128,2020,2019
209,,1.2,2.1,5.2,.526,.524,4.1,7.8,.357,0.8,2.1,.488,4.9,10.0,IND,.768,2.2,2.9,342,309,NBA,28.3,1.4,2.8,,12.7,0.7,,1.3,6.7,20,89,Big 12,178,117,100,195,17,62,257,94,112,34,755,44,82,Myles Turner,345,Texas,10,47,222,2015,2015
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,47,Summit,172,154,146,297,8,31,328,29,38,63,1045,49,153,Wanjang Tut,345,Omaha,22,73,221,2020,2019
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,9,CAA,184,108,53,136,55,172,308,74,105,34,989,39,96,Hunter Woods,345,Elon,39,85,223,2020,2020
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,9,NEC,85,142,124,216,18,50,266,42,63,30,880,29,75,Marques Alston,344,Monmouth,31,56,114,2007,2007
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,61,MEAC,146,122,67,118,55,194,312,45,76,59,1048,64,136,Jahir Cabeza,344,Savannah State,49,52,210,2018,2017
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,9,Big Ten,131,131,81,159,50,152,311,32,47,65,1486,74,46,Ron Coleman,344,Michigan,15,62,205,2008,2007
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,94,MWC,143,121,119,243,2,11,254,100,159,63,1551,96,214,Alex Davis,344,Fresno State,38,95,239,2015,2014
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,135,Pac-12,175,133,133,230,0,0,230,78,112,54,1149,125,162,Malik Dime,344,Washington,22,50,300,2017,2016
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,13,Big Sky,103,120,63,123,57,163,286,47,65,32,992,53,73,Matt Dlouhy,344,Montana,23,50,156,2007,2007
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2,Sun Belt,81,93,66,157,27,82,239,131,187,31,1008,13,54,Caleb Fields,344,Arkansas State,28,59,94,2020,2020
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,Horizon,42,110,20,58,90,214,272,34,38,31,752,13,52,T.J. Gray,344,Illinois-Chicago,24,33,55,2007,2007
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,88,ACC,161,124,124,250,0,1,251,96,151,33,830,95,108,Ekene Ibekwe,344,Maryland,32,85,256,2007,2007
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,57,Total,201,129,117,273,12,29,302,74,118,71,1307,79,155,Jernard Jarreau,344,Total,35,90,280,2016,2013
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,84,Total,157,143,143,270,0,0,270,58,98,109,1292,96,167,Ruslan Pateev,344,Arizona State,23,89,253,2013,2010
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,6,NEC,107,116,54,154,62,203,357,50,70,57,1206,32,88,Briahn Smith,344,Fairleigh Dickinson,39,50,139,2012,2011
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,152,Total,198,127,127,239,0,1,240,90,173,100,1237,118,170,Andre Washington,344,Total,19,69,316,2017,2013
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,7,OVC,97,133,133,190,0,0,190,78,113,66,980,115,136,Treshaad Williams,344,Morehead State,30,38,212,2017,2016
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,30,MWC,110,120,120,231,0,0,231,103,132,61,999,52,130,Will Bell,343,Colorado State,12,64,162,2012,2011
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,5,Total,137,132,87,192,45,125,317,34,119,115,1701,61,176,DeVince Boykins,343,Total,55,119,198,2016,2013
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,52,Total,128,132,128,229,4,11,240,75,132,100,1100,102,134,Brian Carlwell,343,Total,22,66,230,2011,2007
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,3,MWC,84,106,66,181,40,132,313,91,125,60,1119,15,88,Zach Chappell,343,San Jose State,47,91,99,2020,2019
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,4,OVC,144,129,106,269,23,100,369,62,86,69,1459,31,153,Jacquess Hobbs,343,Eastern Kentucky,116,104,175,2020,2018
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,2,MVC,117,109,47,121,62,166,287,63,84,86,1705,19,151,Jayden Hodgson,343,Bradley,52,112,136,2019,2017
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3,MEAC,62,123,86,202,37,118,320,60,90,29,864,19,63,Travis Jones,343,South Carolina State,45,71,81,2007,2007
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,25,Big West,108,138,122,247,16,53,300,51,73,98,1655,92,219,Jordan Lewis,343,Cal Poly,39,73,200,2012,2009
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,30,Patriot,245,156,152,284,4,18,302,27,55,98,1461,125,147,Sukhmail Mathon,343,Boston University,20,102,370,2020,2018
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,13,Big South,84,119,53,113,66,186,299,39,61,48,915,39,67,Roderick Perkins,343,Winthrop,30,45,123,2017,2016
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,10,Patriot,77,118,38,65,80,208,273,27,35,88,1233,21,96,Andrew Petcash,343,Boston University,39,38,98,2020,2018
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,17,OVC,92,125,75,134,50,136,270,43,60,30,914,46,65,Quenton Pryor,343,Morehead State,34,53,138,2007,2007
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,58,Total,177,151,151,271,0,0,271,41,82,122,1330,105,200,Johncarlos Reyes,343,Total,18,79,282,2020,2016
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,13,Big Ten,142,118,51,94,67,204,298,40,51,63,1394,79,157,Lance Stemler,343,Indiana,47,39,221,2008,2007
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,84,CAA,213,135,133,282,2,7,289,71,116,121,1700,169,277,Alex Thomas,343,Towson,38,84,382,2019,2016
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,3,WCC,113,122,111,257,11,51,308,88,134,71,998,38,126,D.J. Ursery,343,Pacific,26,86,151,2017,2015
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,7,Southern,70,118,63,142,55,161,303,52,67,32,948,11,79,Montell Watson,343,Elon,51,93,81,2008,2008
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,8,Big West,143,129,75,156,54,154,310,31,54,60,1211,67,134,Cornell Williams,343,Cal State Long Beach,27,58,210,2009,2008
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,30,Big West,123,138,138,239,0,0,239,67,116,66,806,72,91,Nyika Williams,343,Pacific,26,56,195,2011,2010
245,,1.0,0.4,2.7,.567,.585,1.9,3.3,.365,1.1,3.0,.480,3.0,6.3,TOR,.650,0.7,1.1,210,136,NBA,23.3,0.9,2.1,,7.8,0.9,,0.9,3.5,41,47,Big Ten,107,134,107,164,27,74,238,47,90,50,868,70,85,OG Anunoby,342,Indiana,48,54,177,2017,2016
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9,Southland,102,109,24,62,85,224,286,39,52,69,1062,27,109,Will Bond,342,Sam Houston State,25,27,129,2014,2013
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,Patriot,125,109,37,105,72,163,268,52,59,94,1065,32,85,Ben Brackney,342,Bucknell,12,40,157,2014,2011
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,20,Southland,150,133,128,244,5,19,263,71,102,43,1057,71,87,Terry Fields,342,Texas-San Antonio,40,61,221,2010,2009
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7,AEC,104,119,63,137,56,157,294,48,63,33,925,20,99,Moses Flowers,342,Hartford,35,75,124,2020,2020
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,1,Total,57,118,47,115,71,213,328,35,49,60,1228,10,102,Lamin Fulton,342,Total,43,82,67,2014,2012
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,10,Big East,59,118,71,156,47,117,273,59,89,37,1044,17,69,Antonio Graves,342,Pittsburgh,28,55,76,2007,2007
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,54,Total,121,126,122,235,4,15,250,86,127,48,887,79,145,Denell Henderson,342,Oral Roberts,14,80,200,2015,2014
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,8,A-Sun,92,114,59,116,55,183,299,59,72,71,1219,30,81,Greg Jones,342,Lipscomb,27,47,122,2020,2018
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,62,Total,201,118,111,183,7,37,220,99,127,62,1087,86,143,Marvin Jones,342,Total,20,39,287,2017,2016
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,44,Big East,169,130,123,197,7,11,208,75,110,39,920,89,83,Josh LeBlanc,342,Georgetown,34,43,258,2020,2019
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,32,Big South,116,139,139,270,0,2,272,64,85,66,965,90,127,Jon Nwannunu,342,North Carolina-Asheville,20,55,206,2013,2011
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,10,MAC,113,110,64,154,46,132,286,76,104,61,1106,23,129,Laytwan Porter,342,Northern Illinois,69,109,136,2017,2016
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10,Southland,84,133,124,246,9,39,285,67,103,59,812,65,86,Reggie Rawlins,342,Sam Houston State,14,65,149,2008,2007
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,7,A-10,213,116,51,99,65,178,277,45,62,107,1939,56,181,Rusty Reigel,342,Davidson,33,78,269,2018,2015
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,29,Ind,247,135,135,265,0,0,265,72,124,59,1538,220,146,Rashad Savage,342,Cal State Bakersfield,36,66,467,2012,2011
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,0,Big West,77,110,27,71,83,210,281,39,54,78,1127,27,118,Ryan Silva,342,UC-Davis,70,119,104,2012,2008
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,7,Big West,75,119,47,131,72,193,324,32,39,75,978,18,82,Derrick Strings,342,UC-Irvine,15,42,93,2011,2009
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,A-Sun,59,99,26,63,73,183,246,71,86,32,682,11,54,Travis Strong,342,East Tennessee State,41,28,70,2008,2008
264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,44,SEC,141,134,134,293,0,0,293,74,130,61,1044,83,134,Malcolm White,342,Louisiana State,18,76,224,2012,2011
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,NEC,143,123,123,246,0,0,246,96,151,59,1107,117,184,Bassith Yessoufou,342,St. Francis (NY),42,87,260,2008,2007
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,6,Big South,85,118,43,115,75,222,337,30,38,103,1344,23,105,Will Adams,341,Presbyterian,41,45,108,2017,2014
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,15,MEAC,107,114,75,177,39,113,290,74,117,56,1336,12,135,Jeffrey Altidort,341,Bethune-Cookman,49,115,119,2018,2017
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,57,Big South,203,147,147,302,0,4,306,47,99,82,1401,131,220,Larry Brown,341,Winthrop,68,89,334,2014,2012
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,5,MVC,111,113,63,129,50,124,253,65,99,33,980,45,67,Tyler Chaney,341,Missouri State,36,54,156,2007,2007
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,10,Big East,115,113,73,154,40,143,297,75,101,75,1061,32,64,Jamal Coombs-McDaniel,341,Connecticut,18,45,147,2011,2010
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,5,Total,95,125,61,147,64,197,344,27,40,68,1217,21,76,Brandon Dowdy,341,Total,47,44,116,2010,2007
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,16,Southland,199,118,111,211,7,21,232,98,154,60,1187,108,127,Barkley Falkner,341,Sam Houston State,32,75,307,2009,2008
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,17,Big East,133,124,117,249,7,30,279,86,157,55,1254,97,120,Amir Garrett,341,St. John's (NY),45,73,230,2013,2012
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,23,Total,192,109,94,230,15,69,299,108,215,89,1244,61,123,B.J. Gladden,341,Total,32,85,253,2018,2015
